****10****
50
8;22;330;
10;26;189;
8;30;227;
8;25;53;
8;26;278;
1;24;280;
9;35;34;
8;9;263;
3;31;316;
9;27;112;
4;21;88;
7;36;111;
3;14;50;
3;18;312;
3;18;103;
10;14;183;
3;40;336;
1;2;263;
4;3;303;
10;13;219;
6;1;29;
8;20;317;
7;29;292;
5;35;124;
6;32;91;
24;3;264;
30;4;27;
22;6;218;
26;5;309;
1;6;26;
24;7;174;
23;10;325;
21;7;310;
35;5;34;
14;2;218;
5;6;155;
14;7;336;
20;7;176;
8;2;279;
25;6;111;
5;7;278;
29;1;7;
31;10;175;
13;5;233;
23;6;289;
37;8;57;
20;2;231;
35;4;336;
6;2;273;
38;8;45;
1;66;353;
2;142;94;
3;46;498;
4;8;444;
5;31;646;
6;19;319;
7;3;429;
8;8;345;
9;36;56;
10;14;564;
11;14;581;
12;18;472;
13;13;294;
14;6;27;
15;17;598;
16;11;7;
17;22;266;
18;7;238;
19;12;455;
20;1;256;
21;5;438;
22;7;553;
23;1;638;
24;1;454;
25;6;618;
26;4;307;
27;1;311;
28;1;617;
29;9;419;
30;1;680;
****EOF****
