****4****
50
10;4;118;
2;20;251;
5;28;70;
10;2;93;
7;23;15;
7;14;50;
1;34;174;
7;31;79;
10;38;204;
9;7;76;
3;34;181;
4;28;137;
8;26;196;
4;31;224;
5;22;32;
2;12;122;
8;22;44;
9;20;18;
5;4;46;
1;39;251;
4;2;227;
8;38;58;
5;22;127;
3;17;11;
7;36;288;
27;7;58;
33;1;231;
39;2;263;
30;5;24;
29;10;15;
37;5;51;
20;9;192;
1;8;117;
7;6;74;
21;10;219;
8;9;205;
29;7;91;
30;6;271;
20;4;161;
1;5;83;
37;1;77;
19;3;285;
22;9;218;
17;10;305;
17;8;15;
26;7;135;
4;5;10;
15;5;265;
20;5;333;
36;10;51;
1;87;451;
2;24;110;
3;9;544;
4;11;299;
5;101;196;
6;1;191;
7;29;644;
8;52;45;
9;3;412;
10;58;342;
11;69;572;
12;12;6;
13;45;145;
14;11;313;
15;11;430;
16;17;678;
17;11;324;
18;1;402;
19;1;39;
20;3;34;
21;1;441;
22;3;674;
23;7;25;
24;9;558;
25;3;338;
26;4;423;
27;2;3;
28;1;32;
29;1;444;
30;3;419;
****EOF****
