****8****
22
100;100;3;
100;100;2;
100;100;5;
100;100;2;
100;100;2;
100;100;4;
100;100;4;
100;100;1;
100;100;5;
100;100;1;
100;100;5;
100;100;4;
100;100;3;
100;100;2;
100;100;5;
100;100;5;
100;100;2;
100;100;4;
100;100;3;
100;100;2;
100;100;5;
100;100;6;
1;3;1789;
2;20;1010;
3;16;1142;
4;15;1482;
5;8;1242;
6;5;1341;
7;53;781;
8;8;102;
9;34;234;
10;30;1259;
11;63;503;
12;23;26;
13;34;841;
14;6;2141;
15;64;2061;
16;21;458;
17;16;1880;
18;17;1555;
19;4;958;
20;17;1529;
21;60;1704;
22;50;1828;
23;37;1398;
24;9;1607;
25;20;915;
26;31;2023;
27;53;1083;
28;7;310;
29;11;592;
30;38;1953;
31;19;1904;
32;34;640;
33;13;60;
34;2;2127;
35;5;404;
36;52;675;
37;2;1202;
38;17;1509;
39;16;268;
40;16;185;
41;18;980;
42;19;159;
43;35;2152;
44;42;318;
45;4;1936;
46;11;1619;
47;16;2193;
48;2;138;
49;20;427;
50;1;1167;
51;8;1059;
52;1;1663;
53;8;884;
54;20;203;
55;13;1314;
56;15;81;
57;8;2003;
58;2;904;
59;8;1227;
60;20;733;
61;4;761;
62;2;1192;
63;5;1814;
64;5;75;
65;9;1048;
66;6;415;
67;14;1775;
68;15;1208;
69;3;1038;
70;25;1679;
****EOF****
