****2****
50
4;3;243;
1;39;199;
1;7;255;
10;9;145;
7;5;222;
2;31;25;
9;16;117;
3;37;92;
9;15;206;
5;17;60;
6;30;99;
6;4;254;
5;6;239;
6;8;93;
4;2;49;
7;19;123;
4;36;97;
10;27;90;
4;23;4;
3;26;214;
7;38;257;
9;5;208;
4;28;257;
9;23;7;
7;22;47;
26;10;242;
15;5;166;
15;9;176;
9;10;228;
28;5;252;
16;10;246;
15;9;159;
2;4;129;
32;4;118;
6;10;15;
1;5;183;
8;1;92;
22;10;67;
11;7;119;
17;8;254;
28;5;250;
34;8;79;
28;4;63;
20;8;244;
6;7;271;
11;5;155;
10;5;30;
37;3;81;
9;6;278;
14;8;102;
1;49;200;
2;20;309;
3;42;35;
4;129;373;
5;2;538;
6;1;24;
7;7;548;
8;1;358;
9;1;275;
10;24;152;
11;38;100;
12;16;286;
13;3;87;
14;23;252;
15;3;10;
16;33;504;
17;12;561;
18;2;18;
19;2;329;
20;1;8;
21;5;345;
22;1;178;
23;2;92;
24;12;333;
25;6;78;
26;9;143;
27;3;15;
28;1;558;
29;2;198;
30;7;26;
31;5;188;
32;4;354;
33;4;278;
34;2;6;
35;2;366;
36;1;91;
37;5;0;
38;1;181;
39;5;302;
40;2;361;
41;1;546;
42;3;95;
43;1;94;
44;6;182;
45;1;282;
46;1;543;
47;1;277;
48;1;251;
49;2;85;
50;1;503;
51;3;351;
52;1;350;
53;2;284;
54;1;177;
55;1;99;
56;1;194;
57;2;195;
58;1;331;
59;4;138;
60;1;371;
****EOF****
