****9****
50
3;38;299;
4;27;294;
6;22;163;
9;11;283;
7;34;70;
6;24;93;
6;12;47;
2;1;104;
7;27;297;
7;37;153;
2;30;189;
4;3;263;
10;38;11;
3;40;296;
10;3;190;
7;9;32;
5;26;35;
1;2;279;
1;14;77;
10;6;134;
9;29;58;
9;7;41;
8;12;198;
5;24;170;
6;21;204;
8;1;251;
4;2;46;
31;7;240;
16;9;105;
35;10;22;
18;10;161;
31;3;45;
1;9;254;
17;7;66;
19;6;219;
24;8;15;
18;5;159;
9;1;166;
29;4;7;
22;3;301;
4;4;13;
25;6;282;
9;8;190;
16;4;210;
11;6;146;
17;3;205;
4;6;48;
39;2;135;
21;9;98;
29;3;297;
1;88;75;
2;16;333;
3;36;413;
4;51;538;
5;126;183;
6;30;364;
7;47;462;
8;5;44;
9;18;11;
10;28;596;
11;5;403;
12;5;358;
13;3;7;
14;3;0;
15;5;530;
16;21;312;
17;7;49;
18;17;56;
19;2;408;
20;2;38;
21;2;589;
22;4;395;
23;1;171;
24;4;526;
25;1;524;
26;8;163;
27;2;535;
28;10;510;
29;6;352;
30;2;593;
31;9;451;
32;2;521;
33;1;520;
34;1;400;
35;2;172;
36;2;3;
37;1;410;
38;5;29;
39;1;351;
40;4;174;
41;2;411;
42;2;35;
43;4;178;
44;1;537;
45;1;309;
****EOF****
