****5****
22
100;100;2;
100;100;3;
100;100;2;
100;100;4;
100;100;4;
100;100;5;
100;100;3;
100;100;3;
100;100;2;
100;100;1;
100;100;5;
100;100;5;
100;100;1;
100;100;2;
100;100;3;
100;100;5;
100;100;6;
100;100;6;
100;100;1;
100;100;5;
100;100;3;
100;100;2;
1;48;2031;
2;19;1411;
3;60;1863;
4;66;431;
5;65;1084;
6;54;1491;
7;22;1244;
8;3;772;
9;24;795;
10;15;2130;
11;33;172;
12;65;838;
13;21;1316;
14;62;594;
15;43;1770;
16;41;29;
17;10;264;
18;18;1010;
19;33;1557;
20;60;310;
21;38;656;
22;30;1174;
23;36;2084;
24;10;1305;
25;15;231;
26;45;1437;
27;32;133;
28;29;1979;
29;22;1748;
30;32;972;
31;46;1599;
32;8;1692;
33;31;2151;
34;35;719;
35;8;1215;
36;6;1345;
37;9;1648;
38;9;1967;
39;44;926;
40;22;1815;
41;7;388;
42;18;1925;
43;1;377;
44;28;75;
45;2;105;
46;10;417;
47;2;2027;
48;22;1700;
49;5;0;
50;4;1285;
****EOF****
