****6****
50
7;40;101;
6;27;53;
10;14;188;
2;19;126;
6;17;120;
6;17;100;
4;40;74;
5;19;266;
4;37;232;
5;23;87;
1;34;240;
4;8;10;
6;14;21;
4;33;164;
1;28;149;
10;10;265;
7;38;148;
9;25;19;
9;22;121;
1;34;31;
2;30;231;
7;2;165;
10;1;70;
8;16;57;
3;24;61;
12;3;208;
9;1;45;
39;6;214;
21;9;169;
25;4;64;
2;6;171;
6;3;54;
7;9;172;
27;2;6;
30;9;1;
5;6;126;
4;4;53;
19;5;162;
17;5;82;
39;1;31;
9;10;248;
25;5;249;
2;6;190;
21;7;189;
14;2;60;
14;6;112;
3;10;117;
19;7;95;
34;6;131;
8;6;137;
1;148;179;
2;62;472;
3;25;53;
4;57;343;
5;74;80;
6;9;416;
7;10;452;
8;32;7;
9;13;158;
10;6;400;
11;10;42;
12;22;537;
13;16;428;
14;8;333;
15;5;2;
****EOF****
