****8****
50
9;38;195;
5;23;97;
6;34;243;
6;16;158;
7;6;103;
4;37;309;
4;2;287;
1;23;101;
8;6;172;
4;20;314;
6;27;327;
2;35;92;
8;4;247;
3;7;89;
7;39;225;
7;34;89;
1;17;72;
7;12;329;
7;9;54;
7;4;51;
4;19;113;
2;22;160;
4;16;16;
9;14;124;
3;3;282;
26;7;326;
37;1;203;
25;10;296;
26;7;95;
16;8;149;
28;2;343;
8;5;215;
13;2;103;
29;2;235;
35;4;292;
2;1;137;
32;8;107;
6;1;240;
26;5;180;
24;3;110;
17;9;17;
9;5;48;
40;4;186;
34;9;129;
37;9;75;
22;9;89;
28;8;146;
33;9;58;
40;8;64;
33;5;233;
1;83;245;
2;64;51;
3;95;517;
4;10;423;
5;23;678;
6;60;153;
7;19;479;
8;7;706;
9;12;457;
10;57;713;
11;40;340;
12;40;636;
13;12;37;
14;13;392;
15;1;478;
****EOF****
