****10****
50
6;10;74;
1;24;22;
4;21;83;
1;2;149;
2;36;181;
10;36;174;
10;29;55;
10;25;195;
1;3;36;
9;34;148;
7;14;85;
10;30;30;
4;8;149;
3;13;78;
9;33;229;
2;33;93;
7;21;160;
4;6;88;
4;4;93;
6;20;50;
3;18;242;
7;3;113;
3;40;29;
1;22;71;
6;27;12;
24;6;72;
10;7;255;
35;8;248;
6;10;37;
6;9;88;
6;4;66;
10;10;105;
14;9;169;
6;2;73;
27;3;176;
37;1;260;
30;3;20;
10;3;75;
28;10;197;
25;8;14;
27;8;189;
24;6;23;
7;4;60;
14;8;190;
22;1;271;
10;9;255;
32;7;212;
15;1;268;
3;7;29;
6;10;20;
1;150;6;
2;1;532;
3;12;169;
4;42;291;
5;52;437;
6;58;204;
7;29;503;
8;8;389;
9;16;407;
10;18;365;
11;10;265;
12;18;342;
13;3;493;
14;13;557;
15;1;288;
****EOF****
