****1****
50
6;32;2;
2;8;10;
8;26;8;
8;14;4;
9;37;5;
2;33;12;
6;36;4;
9;12;6;
7;26;4;
8;24;7;
3;19;7;
2;23;4;
7;17;7;
7;17;7;
2;20;4;
3;9;10;
10;22;13;
7;38;11;
4;5;3;
5;20;2;
2;28;7;
9;7;9;
4;26;9;
3;28;1;
2;25;8;
13;8;7;
4;2;7;
12;10;1;
13;7;6;
3;5;3;
3;9;5;
10;9;6;
9;7;1;
11;2;9;
5;10;4;
29;5;3;
12;4;11;
3;5;2;
29;3;6;
24;8;13;
28;6;4;
39;3;2;
3;3;4;
12;1;5;
37;10;3;
22;6;4;
29;6;6;
8;3;13;
11;8;10;
20;1;12;
1;86;64;
2;120;320;
3;49;449;
4;15;158;
5;6;510;
6;69;246;
7;55;181;
8;16;4;
9;2;523;
10;1;61;
11;35;23;
12;4;240;
13;2;441;
14;2;177;
15;3;498;
****EOF****
