****3****
22
100;100;6;
100;100;1;
100;100;5;
100;100;5;
100;100;5;
100;100;4;
100;100;1;
100;100;4;
100;100;3;
100;100;2;
100;100;2;
100;100;5;
100;100;5;
100;100;2;
100;100;2;
100;100;1;
100;100;2;
100;100;3;
100;100;3;
100;100;4;
100;100;2;
100;100;3;
1;35;1292;
2;43;1886;
3;33;295;
4;25;2096;
5;16;1623;
6;33;826;
7;55;1169;
8;61;93;
9;20;576;
10;30;1039;
11;12;2137;
12;7;1854;
13;55;1382;
14;37;1691;
15;8;2085;
16;41;911;
17;30;1794;
18;45;4;
19;38;2037;
20;4;737;
21;9;79;
22;29;617;
23;24;1580;
24;43;1105;
25;48;180;
26;1;1777;
27;61;744;
28;10;1649;
29;59;342;
30;23;540;
31;11;1560;
32;35;1941;
33;36;442;
34;15;681;
35;34;1523;
36;26;1469;
37;10;1875;
38;24;1441;
39;61;958;
40;6;2163;
41;34;248;
42;32;1256;
43;55;479;
44;7;1336;
45;7;881;
46;2;1744;
47;6;2184;
48;8;865;
49;7;1615;
50;15;1752;
51;2;572;
52;7;1979;
53;15;49;
54;13;890;
55;23;408;
56;7;239;
57;8;1355;
58;2;1239;
59;5;174;
60;7;335;
****EOF****
