****2****
22
100;100;4;
100;100;2;
100;100;2;
100;100;5;
100;100;3;
100;100;5;
100;100;2;
100;100;4;
100;100;4;
100;100;1;
100;100;5;
100;100;5;
100;100;5;
100;100;1;
100;100;5;
100;100;6;
100;100;2;
100;100;3;
100;100;6;
100;100;2;
100;100;6;
100;100;2;
1;32;1421;
2;10;1829;
3;18;2047;
4;26;49;
5;2;1502;
6;1;125;
7;6;702;
8;38;2008;
9;61;1563;
10;60;864;
11;52;578;
12;66;134;
13;48;272;
14;17;1201;
15;6;1637;
16;23;650;
17;32;1015;
18;4;1306;
19;15;1722;
20;13;467;
21;10;1355;
22;26;1123;
23;42;2099;
24;23;1151;
25;43;1770;
26;43;1064;
27;23;1670;
28;6;1004;
29;12;1856;
30;40;745;
31;18;1518;
32;5;1313;
33;33;395;
34;45;209;
35;1;1924;
36;20;677;
37;46;499;
38;24;819;
39;4;1287;
40;29;1390;
41;1;2178;
42;13;1656;
43;3;1499;
44;22;1932;
45;6;1377;
46;3;1011;
47;8;809;
48;2;1698;
49;13;75;
50;10;1845;
51;14;1459;
52;13;1976;
53;10;449;
54;35;1889;
55;47;1233;
56;8;1189;
57;17;96;
58;38;962;
59;13;2191;
60;5;357;
****EOF****
