****2****
50
6;36;4;
2;1;2;
7;38;4;
10;36;10;
8;33;12;
1;8;10;
7;26;8;
7;40;9;
9;14;3;
5;25;4;
6;31;1;
4;1;1;
5;8;9;
5;8;1;
2;10;10;
10;19;1;
9;33;1;
7;16;5;
1;28;11;
8;1;4;
6;3;9;
8;9;12;
3;13;1;
1;3;9;
4;40;7;
16;8;2;
15;9;3;
10;3;2;
25;4;7;
12;2;5;
9;9;12;
35;1;12;
8;8;9;
25;3;3;
38;10;4;
9;6;5;
28;7;8;
15;10;2;
5;7;5;
36;7;5;
23;4;12;
23;1;9;
10;5;3;
7;6;7;
5;7;4;
36;4;6;
5;2;9;
29;6;2;
2;1;8;
29;1;11;
1;121;369;
2;56;287;
3;116;123;
4;10;81;
5;36;45;
6;10;551;
7;2;241;
8;3;256;
9;23;583;
10;24;516;
11;5;352;
12;21;8;
13;1;571;
14;4;39;
15;4;260;
****EOF****
